"autoservicio","comuna","direccion","empresa","precio","region","tipoGasolina","ultimaModificacion"
"false","","QUINTUPEO 475,Puerto Montt","PETROBRAS","696.0","Los Lagos","Kerosene","Thu Jun 24 09:45:24 PET 2021"
"true","","Eleuterio Ramï¿½rez 401,Osorno","PETROBRAS","697.0","Los Lagos","Kerosene","Thu Jun 03 08:12:49 PET 2021"
"false","","Urmeneta 1070,Puerto Montt","SHELL","700.0","Los Lagos","Kerosene","Thu Jun 24 10:27:59 PET 2021"
"false","","Pdte Ibañez 2002,Puerto Montt","SHELL","700.0","Los Lagos","Kerosene","Fri Jun 25 14:39:57 PET 2021"
"false","","Ega?a Esquina Diagonal Germania 123,Puerto Montt","SHELL","705.0","Los Lagos","Kerosene","Fri Jun 25 09:18:45 PET 2021"
"false","","O'Higgins 495,Castro","COPEC","705.0","Los Lagos","Kerosene","Thu Jun 24 09:50:43 PET 2021"
"false",""," O'Higgins 601,Castro","PETROBRAS","705.0","Los Lagos","Kerosene","Thu Jun 24 09:40:10 PET 2021"
"false","","AV. PRESIDENTE IBAï¿½EZ 1118,Puerto Montt","COPEC","706.0","Los Lagos","Kerosene","Thu Jun 24 07:48:25 PET 2021"
"false","","Manuel Rodriguez 1179,Osorno","SHELL","706.0","Los Lagos","Kerosene","Thu Jun 24 15:07:31 PET 2021"
"false","","Ruta 5 Sur, km 1170 0,Castro","COPEC","707.0","Los Lagos","Kerosene","Thu Jun 24 09:02:42 PET 2021"
"false","","ELEUTERIO RAMIREZ 512,Purranque","COPEC","708.0","Los Lagos","Kerosene","Fri Jun 25 14:46:56 PET 2021"
"false","","AV. ANGELMO 1920,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 10:15:05 PET 2021"
"false","","CAMINO ALERCE 2000,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:37:03 PET 2021"
"false","","AV. Los Notros 905,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 06:58:46 PET 2021"
"true","","San Martín, Esq. Benavente 0,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 12:17:42 PET 2021"
"false","","CARRETERA PANAMERICANA 200,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:11:02 PET 2021"
"false","","Marathon, Pichi Pelluco 1100,Puerto Montt","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 08:05:53 PET 2021"
"false","","Serena 90,Puerto Montt","PETROBRAS","709.0","Los Lagos","Kerosene","Thu Jun 24 10:08:44 PET 2021"
"false","","Benavente 680,Puerto Montt","PETROBRAS","709.0","Los Lagos","Kerosene","Thu Jun 24 08:40:12 PET 2021"
"false","","Quillota 204,Puerto Montt","SHELL","709.0","Los Lagos","Kerosene","Thu Jun 24 09:00:02 PET 2021"
"false","","Arturo Alessadri 187,Frutillar","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 08:13:43 PET 2021"
"false","","M. MONTT, ESQ. RODRIGUEZ 0,Los Muermos","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 15:59:49 PET 2021"
"false","","VICENTE PEREZ ROSALES 711,Llanquihue","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 10:13:41 PET 2021"
"false","","Valdivieso 0,Llanquihue","SHELL","709.0","Los Lagos","Kerosene","Thu Jun 24 09:59:12 PET 2021"
"false","","SANTA ROSA 248,Puerto Varas","COPEC","709.0","Los Lagos","Kerosene","Wed Jun 23 22:20:46 PET 2021"
"false","","Ruta 5 Sur km 100,Puerto Varas","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:58:29 PET 2021"
"false","","Walker Martinez 315,Puerto Varas","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 08:32:10 PET 2021"
"false","","san bernardo 555,Puerto Varas","PETROBRAS","709.0","Los Lagos","Kerosene","Fri Jun 25 13:47:48 PET 2021"
"false","","LIBERTAD 547,Ancud","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 14:45:23 PET 2021"
"false","","Eleuterio Ramirez 211,Osorno","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 08:01:55 PET 2021"
"false","","Av. Juan Mackenna 2019,Osorno","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 13:48:06 PET 2021"
"false","","BULNES 544,Osorno","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:35:23 PET 2021"
"false","","REPUBLICA ESQ. VICTORIA 0,Osorno","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:29:30 PET 2021"
"false","","LOS CARRERAS 1221,Osorno","COPEC","709.0","Los Lagos","Kerosene","Thu Jun 24 07:26:38 PET 2021"
"false","","RENE SORIANO 2335,Osorno","COPEC","709.0","Los Lagos","Kerosene","Wed Jun 23 21:34:49 PET 2021"
"false","","Manuel Antonio Matta 499,Osorno","PETROBRAS","709.0","Los Lagos","Kerosene","Thu Jun 24 10:03:13 PET 2021"
"false","","Avenida Manuel Rodriguez 1562,Osorno","PETROBRAS","709.0","Los Lagos","Kerosene","Thu Jun 24 13:04:05 PET 2021"
"false","","Avenida Mackenna 998,Osorno","SHELL","709.0","Los Lagos","Kerosene","Thu Jun 24 15:03:55 PET 2021"
"false","","Concepcion 298,Osorno","SHELL","709.0","Los Lagos","Kerosene","Thu Jun 24 08:09:07 PET 2021"
"false","","René Soriano 2225,Osorno","SHELL","709.0","Los Lagos","Kerosene","Thu Jun 24 15:23:12 PET 2021"
"false","","Avenida BUSCHMANN 16,Río Negro","COPEC","709.0","Los Lagos","Kerosene","Fri Jun 25 14:50:11 PET 2021"
"false","","av cardonal km 3 0001,Puerto Montt","COPEC","710.0","Los Lagos","Kerosene","Thu Jun 24 08:02:23 PET 2021"
"false","","Cardonal 2007,Puerto Montt","PETROBRAS","710.0","Los Lagos","Kerosene","Thu Jun 24 09:43:57 PET 2021"
"false","","ALMIRANTE LA TORRE 370,Calbuco","COPEC","710.0","Los Lagos","Kerosene","Thu Jun 24 08:04:36 PET 2021"
"false","","GASPAR DEL RIO ESQ. 21 DE MAYO 0,Maullín","COPEC","710.0","Los Lagos","Kerosene","Thu Jun 24 00:15:15 PET 2021"
"false","","GALVARINO RIVEROS 1205,Castro","COPEC","710.0","Los Lagos","Kerosene","Fri Jun 25 10:01:05 PET 2021"
"false","","LADRILLEROS, ESQ. LA PAZ 395,Quellón","COPEC","711.0","Los Lagos","Kerosene","Thu Jun 24 17:47:38 PET 2021"
"false","","Juan Ladrillero 270,Quellón","SHELL","711.0","Los Lagos","Kerosene","Thu Jun 24 16:36:55 PET 2021"
"false","","RAMON FREIRE PONIENTE 595,Dalcahue","COPEC","712.0","Los Lagos","Kerosene","Thu Jun 24 18:22:50 PET 2021"
"false","","Capitán Luis Alcázar 550,Quellón","PETROBRAS","712.0","Los Lagos","Kerosene","Thu Jun 24 12:20:39 PET 2021"
"false","","SARGENTO CANDELARIA 391,Chonchi","COPEC","713.0","Los Lagos","Kerosene","Thu Jun 24 09:14:45 PET 2021"
"false","","San Francisco 1206,Puerto Varas","SHELL","714.0","Los Lagos","Kerosene","Thu May 27 09:52:21 PET 2021"
"false","","Pedro Montt 570,Purranque","PETROBRAS","714.0","Los Lagos","Kerosene","Thu Jun 24 13:58:15 PET 2021"
"false","","Carretera Austral KM 107 0,Hualaihué","COPEC","715.0","Los Lagos","Kerosene","Thu Jun 24 00:19:46 PET 2021"
"false","","Avda. Los Heroes 707,Calbuco","SHELL","719.0","Los Lagos","Kerosene","Wed Jun 16 13:13:35 PET 2021"
"false","","Arturo Prat esq. Goycoloea 0,Ancud","PETROBRAS","719.0","Los Lagos","Kerosene","Thu Jun 24 14:51:54 PET 2021"
"false","","MANUEL RODRIGUEZ 69,Puyehue","COPEC","719.0","Los Lagos","Kerosene","Wed Jun 23 22:12:55 PET 2021"
"false","","Colon 1610,Puerto Varas","SHELL","720.0","Los Lagos","Kerosene","Fri Jun 25 09:16:24 PET 2021"
"false","","Crucero 1601,Puerto Montt","PETROBRAS","736.0","Los Lagos","Kerosene","Thu Jun 24 13:04:38 PET 2021"
"false","","Ruta W 59,Quinchao","SEGK Servicentro","737.0","Los Lagos","Kerosene","Thu Jun 24 14:44:05 PET 2021"
"false","","Miranda Velasquez 042,Quinchao","SHELL","750.0","Los Lagos","Kerosene","Thu Jun 24 15:04:39 PET 2021"
"false","","AV. CORCOVADO 453,Chaitén","COPEC","752.0","Los Lagos","Kerosene","Thu Jun 24 00:04:54 PET 2021"
"false","","Sargento Candelaria 100,Chonchi","PETROBRAS","756.0","Los Lagos","Kerosene","Thu Jun 24 09:50:55 PET 2021"
"false","","Presidente Ibáñez esq. Av. Parque Industrial 0,Puerto Montt","PETROBRAS","802.0","Los Lagos","Kerosene","Thu Jun 24 09:15:34 PET 2021"
"false","","AV. ANGELMO 1920,Puerto Montt","COPEC","658.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:15:05 PET 2021"
"true","","CAMINO ALERCE 2000,Puerto Montt","COPEC","659.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:38:39 PET 2021"
"true","","Avda. Presidente IbaÃ±ez 1118,Puerto Montt","COPEC","659.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:47:47 PET 2021"
"false","","Ruta v 505 Km 3,1, Sector la Vara, El Alerce. 0,Puerto Montt","SHELL","659.0","Los Lagos","Petroleo Diesel","Fri Jun 25 07:12:39 PET 2021"
"true","","San Martín, Esq. Benavente 0,Puerto Montt","COPEC","660.0","Los Lagos","Petroleo Diesel","Thu Jun 24 12:17:42 PET 2021"
"false","","ALMIRANTE LA TORRE 370,Calbuco","COPEC","660.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:04:36 PET 2021"
"false","","Avda. Los Heroes 707,Calbuco","SHELL","660.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:42:59 PET 2021"
"false","","Av. Gabriela Mistral 955,Puerto Montt","COPEC","661.0","Los Lagos","Petroleo Diesel","Thu Jun 24 11:14:54 PET 2021"
"false","","Avenida Gabriela Mistral 900,Puerto Montt","SHELL","661.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:45:01 PET 2021"
"false","","Arturo Prat esq. Goycoloea 0,Ancud","PETROBRAS","661.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:51:54 PET 2021"
"false","","Pudeto Bajo 1715,Ancud","SHELL","661.0","Los Lagos","Petroleo Diesel","Thu Jun 24 15:20:50 PET 2021"
"false","","Aníbal Pinto 1701,Ancud","PETROBRAS","661.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:36:53 PET 2021"
"true","","Eleuterio Ramï¿½rez 401,Osorno","PETROBRAS","661.0","Los Lagos","Petroleo Diesel","Sat Jun 26 14:31:52 PET 2021"
"false","","QUINTUPEO 475,Puerto Montt","PETROBRAS","662.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:45:24 PET 2021"
"false","","LIBERTAD 547,Ancud","COPEC","663.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:45:23 PET 2021"
"false","","Eleuterio Ramirez 211,Osorno","COPEC","663.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:01:55 PET 2021"
"true","","Av. Diego Portales 990,Puerto Montt","PETROBRAS","664.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:11:11 PET 2021"
"false","","AV. PRINCIPAL S/N, RIO FRIO 0,Los Muermos","COPEC","664.0","Los Lagos","Petroleo Diesel","Fri Jun 25 17:10:55 PET 2021"
"false","","M. MONTT, ESQ. RODRIGUEZ 0,Los Muermos","COPEC","664.0","Los Lagos","Petroleo Diesel","Fri Jun 25 11:57:34 PET 2021"
"false","","Leopoldo Guillen 89,Los Muermos","SHELL","664.0","Los Lagos","Petroleo Diesel","Thu Jun 24 15:03:10 PET 2021"
"false","","Ruta W 59,Quinchao","SEGK Servicentro","664.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:44:05 PET 2021"
"false","","CAMINO ALERCE 2000,Puerto Montt","COPEC","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:37:03 PET 2021"
"false","","AV. PRESIDENTE IBAï¿½EZ 1118,Puerto Montt","COPEC","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:48:25 PET 2021"
"false","","Marathon, Pichi Pelluco 1100,Puerto Montt","COPEC","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:05:53 PET 2021"
"false","","Benavente 680,Puerto Montt","PETROBRAS","665.0","Los Lagos","Petroleo Diesel","Fri Jun 25 11:40:12 PET 2021"
"false","","Ega?a Esquina Diagonal Germania 123,Puerto Montt","SHELL","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:43:23 PET 2021"
"false","","Quillota 204,Puerto Montt","SHELL","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 18:08:19 PET 2021"
"false","","Urmeneta 1070,Puerto Montt","SHELL","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:51:51 PET 2021"
"false","","Pdte Ibañez 2002,Puerto Montt","SHELL","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:41:45 PET 2021"
"false","","RUTA 5 SUR KM 906 0,San Pablo","COPEC","665.0","Los Lagos","Petroleo Diesel","Wed Jun 23 22:38:25 PET 2021"
"false","","RUTA 5 SUR KM 904,San Pablo","COPEC","665.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:19:39 PET 2021"
"false","","AV. Los Notros 905,Puerto Montt","COPEC","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 06:58:46 PET 2021"
"false","","Serena 90,Puerto Montt","PETROBRAS","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:08:44 PET 2021"
"false","","Crucero 1601,Puerto Montt","PETROBRAS","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 13:04:38 PET 2021"
"false","","LOS CARRERAS 1221,Osorno","COPEC","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:26:38 PET 2021"
"false","","Panamericana Sur km. 915 915,Osorno","PETROBRAS","666.0","Los Lagos","Petroleo Diesel","Fri Jun 25 16:15:02 PET 2021"
"false","","Julio Buschmann 2452,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:08:03 PET 2021"
"false","","Avenida Mackenna 998,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:04:00 PET 2021"
"false","","Concepcion 298,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:00:20 PET 2021"
"false","","René Soriano 2225,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:57:02 PET 2021"
"false","","Barros Arana 1350,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:16:47 PET 2021"
"false","","Manuel Rodriguez 1179,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:52:15 PET 2021"
"false","","Julio Buschmann 2429,Osorno","SHELL","666.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:05:41 PET 2021"
"false","","av cardonal km 3 0001,Puerto Montt","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:02:23 PET 2021"
"false","","Presidente Ibáñez esq. Av. Parque Industrial 0,Puerto Montt","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:15:34 PET 2021"
"false","","Cardonal 2007,Puerto Montt","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:43:57 PET 2021"
"false","","Avda El Tepual 136,Puerto Montt","SHELL","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:02:55 PET 2021"
"false","","Arturo Alessadri 187,Frutillar","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:13:43 PET 2021"
"false","","Pedro Montt / Alessandri 400,Frutillar","TERPEL","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:52:58 PET 2021"
"false","","GASPAR DEL RIO ESQ. 21 DE MAYO 0,Maullín","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 00:15:15 PET 2021"
"false","","SANTA ROSA 248,Puerto Varas","COPEC","667.0","Los Lagos","Petroleo Diesel","Wed Jun 23 22:20:46 PET 2021"
"false","","Ruta 5 Sur km 100,Puerto Varas","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:58:29 PET 2021"
"false","","Walker Martinez 315,Puerto Varas","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:32:10 PET 2021"
"false","","san bernardo 555,Puerto Varas","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Fri Jun 25 13:47:48 PET 2021"
"false","","Panamericana Sur Km. 1008 1032,Puerto Varas","SHELL","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:41:03 PET 2021"
"false","","Colon 1610,Puerto Varas","SHELL","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:43:41 PET 2021"
"false","","Panamerica Sur 1011,Puerto Varas","SHELL","667.0","Los Lagos","Petroleo Diesel","Fri Jun 25 09:56:43 PET 2021"
"false","","San Francisco 1206,Puerto Varas","SHELL","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:43:54 PET 2021"
"false","","Av. Juan Mackenna 2019,Osorno","COPEC","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:59:39 PET 2021"
"false","","BULNES 544,Osorno","COPEC","667.0","Los Lagos","Petroleo Diesel","Fri Jun 25 07:33:38 PET 2021"
"false","","Repï¿½blica 111,Osorno","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:33:38 PET 2021"
"false","","Manuel Antonio Matta 499,Osorno","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:03:13 PET 2021"
"false","","Brasil entre Lynch y Mackenna 0,Osorno","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 12:33:48 PET 2021"
"false","","Avenida Manuel Rodriguez 1562,Osorno","PETROBRAS","667.0","Los Lagos","Petroleo Diesel","Thu Jun 24 13:04:05 PET 2021"
"false","","CARRETERA PANAMERICANA 200,Puerto Montt","COPEC","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:11:02 PET 2021"
"false","","tepual km 3 0,Puerto Montt","PETROBRAS","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:42:05 PET 2021"
"false","","panamericana 100,Puerto Montt","PETROBRAS","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:08:59 PET 2021"
"false","","REPUBLICA ESQ. VICTORIA 0,Osorno","COPEC","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 07:29:30 PET 2021"
"false","","ELEUTERIO RAMIREZ 512,Purranque","COPEC","668.0","Los Lagos","Petroleo Diesel","Fri Jun 25 14:46:56 PET 2021"
"false","","Eleuterio Ramírez 303,Purranque","SHELL","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:20:35 PET 2021"
"false","","Avenida BUSCHMANN 16,Río Negro","COPEC","668.0","Los Lagos","Petroleo Diesel","Fri Jun 25 14:50:11 PET 2021"
"false","","VICUÑA MACKENNA 289,Río Negro","SURENERGY","668.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:17:26 PET 2021"
"false","","IRARRAZABAL 003,Fresia","COPEC","669.0","Los Lagos","Petroleo Diesel","Thu Jun 24 08:04:38 PET 2021"
"false","","Ruta V-30, Km. 37,5 0,Fresia","SHELL","669.0","Los Lagos","Petroleo Diesel","Fri Jun 25 08:01:53 PET 2021"
"false","","RENE SORIANO 2335,Osorno","COPEC","669.0","Los Lagos","Petroleo Diesel","Wed Jun 23 21:34:49 PET 2021"
"false","","Pedro Montt 570,Purranque","PETROBRAS","669.0","Los Lagos","Petroleo Diesel","Thu Jun 24 13:58:15 PET 2021"
"false","","VICENTE PEREZ ROSALES 711,Llanquihue","COPEC","670.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:13:41 PET 2021"
"false","","Valdivieso 0,Llanquihue","SHELL","670.0","Los Lagos","Petroleo Diesel","Thu Jun 24 16:43:04 PET 2021"
"false","","Miranda Velasquez 042,Quinchao","SHELL","670.0","Los Lagos","Petroleo Diesel","Thu Jun 24 15:04:39 PET 2021"
"false","","ENSENADA KM 48 0,Puerto Varas","COPEC","674.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:31:50 PET 2021"
"false","","Ruta 5 sur Km 1,Quellón","Sin Bandera","676.0","Los Lagos","Petroleo Diesel","Fri Jun 18 10:45:36 PET 2021"
"false","","Ruta 5 Sur, km 1170 0,Castro","COPEC","679.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:02:42 PET 2021"
"false","","Panamericana Norte 5,Castro","SHELL","679.0","Los Lagos","Petroleo Diesel","Fri Jun 25 08:15:38 PET 2021"
"false","","MANUEL RODRIGUEZ 69,Puyehue","COPEC","680.0","Los Lagos","Petroleo Diesel","Wed Jun 23 22:12:55 PET 2021"
"false","","O'Higgins 495,Castro","COPEC","681.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:50:43 PET 2021"
"false",""," O'Higgins 601,Castro","PETROBRAS","681.0","Los Lagos","Petroleo Diesel","Fri Jun 25 12:01:41 PET 2021"
"false","","LADRILLEROS, ESQ. LA PAZ 395,Quellón","COPEC","682.0","Los Lagos","Petroleo Diesel","Thu Jun 24 17:47:38 PET 2021"
"false","","Juan Ladrillero 270,Quellón","SHELL","682.0","Los Lagos","Petroleo Diesel","Fri Jun 25 11:34:38 PET 2021"
"false","","Capitán Luis Alcázar 550,Quellón","PETROBRAS","683.0","Los Lagos","Petroleo Diesel","Thu Jun 24 12:20:39 PET 2021"
"false","","RAMON FREIRE PONIENTE 595,Dalcahue","COPEC","684.0","Los Lagos","Petroleo Diesel","Thu Jun 24 18:22:50 PET 2021"
"false","","Ramon Freire Nº 1010,Dalcahue","PETROBRAS","684.0","Los Lagos","Petroleo Diesel","Thu Jun 24 10:04:35 PET 2021"
"false","","GALVARINO RIVEROS 1205,Castro","COPEC","685.0","Los Lagos","Petroleo Diesel","Fri Jun 25 10:01:05 PET 2021"
"false","","SARGENTO CANDELARIA 391,Chonchi","COPEC","685.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:14:45 PET 2021"
"false","","Germán Wulf 798,Puerto Octay","SHELL","686.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:43:36 PET 2021"
"false","","Sector Llau Llao - Lote 1,Castro","PETROBRAS","689.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:35:54 PET 2021"
"false","","Ana WERNER. S/N 0,Dalcahue","PETROBRAS","691.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:53:46 PET 2021"
"false","","Sargento Candelaria 100,Chonchi","PETROBRAS","692.0","Los Lagos","Petroleo Diesel","Thu Jun 24 09:50:55 PET 2021"
"false","","Av. Alessandri 0,Queilén","PETROBRAS","696.0","Los Lagos","Petroleo Diesel","Thu Jun 24 14:00:48 PET 2021"
"false","","Carretera Austral KM 107 0,Hualaihué","COPEC","743.0","Los Lagos","Petroleo Diesel","Thu Jun 24 00:19:46 PET 2021"
"false","","Ruta CH 231 0,Futaleufú","COPEC","793.0","Los Lagos","Petroleo Diesel","Fri Jun 25 15:00:27 PET 2021"
"false","","HURTADO DE MENDOZA S/N 0,Palena","COPEC","814.0","Los Lagos","Petroleo Diesel","Wed Jun 23 23:09:26 PET 2021"
"false","","AV. CORCOVADO 453,Chaitén","COPEC","827.0","Los Lagos","Petroleo Diesel","Thu Jun 24 00:04:54 PET 2021"
"false","","Sargento Aldea 1902,Aisén","COPEC","956.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 12:30:21 PET 2021"
"false","","Bernardo O'Higgins 000,Aisén","COPEC","956.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Wed Jun 23 23:42:25 PET 2021"
"false","","Av. Sargento Aldea - Camino a Puerto Aysén, Km 1,Aisén","SHELL","956.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 17:48:13 PET 2021"
"false","","Balmaceda 455,Coihaique","COPEC","961.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 09:32:36 PET 2021"
"false","","AV. OGANA 1157,Coihaique","COPEC","961.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 11:57:32 PET 2021"
"false","","Gral. Parra esq . Riquelme 277,Coihaique","PETROBRAS","961.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 16:00:12 PET 2021"
"false","","avenida ogana 799,Coihaique","SHELL","961.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 17:12:22 PET 2021"
"false","","ogana 725,Coihaique","PETROBRAS","963.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 14:43:19 PET 2021"
"false","","Las Magnolias 240,Chile Chico","PETROBRAS","999.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Mon May 03 10:12:24 PET 2021"
"false","","EUSEBIO IBAR 1950,Aisén","COPEC","1.017","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 00:15:42 PET 2021"
"false","","CARDENAL CARO S/N Ó PILOTO PARDO ESQ CONDELL 000,Cisnes","COPEC","1.041","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 08:45:22 PET 2021"
"false","","Avenida Manuel Rodrï¿½guez 1,Chile Chico","COPEC","1.05","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 20:34:58 PET 2021"
"false","","Arturo Prat 275,Cochrane","COPEC","1.063","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 09:42:57 PET 2021"
"false","","La Junta carretera austral km 269,Cisnes","COPEC","1.072","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Thu Jun 24 08:56:25 PET 2021"
"false","","MANZANA 38-LOTE 2 0,Tortel","COPEC","1.078","Aysén Gral. C. Ibáñez del Campo","Gasolina 93","Wed Jun 23 22:05:05 PET 2021"
"false","","Sargento Aldea 1902,Aisén","COPEC","985.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 12:30:21 PET 2021"
"false","","Bernardo O'Higgins 000,Aisén","COPEC","985.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Wed Jun 23 23:42:25 PET 2021"
"false","","Av. Sargento Aldea - Camino a Puerto Aysén, Km 1,Aisén","SHELL","985.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 17:48:13 PET 2021"
"false","","Balmaceda 455,Coihaique","COPEC","989.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 09:32:36 PET 2021"
"false","","AV. OGANA 1157,Coihaique","COPEC","989.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 11:57:32 PET 2021"
"false","","Gral. Parra esq . Riquelme 277,Coihaique","PETROBRAS","989.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 16:00:12 PET 2021"
"false","","avenida ogana 799,Coihaique","SHELL","989.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 17:12:22 PET 2021"
"false","","ogana 725,Coihaique","PETROBRAS","990.0","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Thu Jun 24 14:43:19 PET 2021"
"false","","Las Magnolias 240,Chile Chico","PETROBRAS","1.041","Aysén Gral. C. Ibáñez del Campo","Gasolina 95","Mon Jun 14 19:31:38 PET 2021"
